"mNo","lat","lon","easting","northing","height","st.code","type","type_area","country","Koppen","pm10.obs","pm10.LE","region","Koppen3","Koppen3a","KA","KA2","dg","TIME"
519,50.6247215270996,15.084454536438,4680.47174017992,3069.48180695298,385,"CZ0LRAD","background","rural","CZ",26,64,22.7638912200928,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
525,50.0616645812988,15.8505611419678,4739.45711588132,3011.06430200465,222,"CZ0ESEZ","background","rural","CZ",26,37,25.0472583770752,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
526,50.3088874816895,13.8586196899414,4595.74506236302,3029.0977111039,345,"CZ0USMO","background","rural","CZ",26,71,19.8467960357666,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
527,50.7883338928223,14.0863914489746,4608.99526786859,3083.23823309849,590,"CZ0USNZ","background","rural","CZ",26,64.870002746582,20.9080657958984,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
529,50.7894439697266,15.3219470977783,4695.9077249549,3088.95822958982,771,"CZ0LSOU","background","rural","CZ",26,88.2919998168945,21.3692035675049,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
533,50.1700019836426,13.4841756820679,4569.83394874191,3012.32932885905,360,"CZ0USJT","background","rural","CZ",27,38,16.4677810668945,"CZ.SK.PL","Dfc","Dfc","DfcET","Alpine","Alpine","2009-04-04 00:00:00 CEST"
534,49.7216682434082,18.0913944244385,4903.19358733693,2988.66963247066,231,"CZ0TSTD","background","rural","CZ",26,57.7080001831055,20.5688209533691,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
536,49.735279083252,16.0361137390137,4755.6382080261,2975.94247220248,735,"CZ0ESVR","background","rural","CZ",26,20,23.8709049224854,"CZ.SK.PL","Dfb","ET","DfcET","Alpine","Alpine","2009-04-04 00:00:00 CEST"
545,50.3797187805176,13.3338937759399,4558.06034053535,3035.13631875628,322,"CZ0UTUS","background","rural","CZ",27,46.375,18.2435073852539,"CZ.SK.PL","Dfc","Dfc","DfcET","Alpine","Alpine","2009-04-04 00:00:00 CEST"
549,49.9802780151367,16.4222278594971,4781.01207597114,3005.46195699504,402,"CZ0EUOR","background","rural","CZ",26,37,23.5835475921631,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
550,50.9730567932129,14.5161247253418,4637.97916786245,3105.53471641105,438,"CZ0UVAL","background","rural","CZ",26,4.83300018310547,21.2960529327393,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
552,49.9250030517578,18.4244499206543,4924.48339026105,3013.85619533774,203,"CZ0TVER","background","rural","CZ",26,76.75,23.3802356719971,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
567,53.5241813659668,9.68502998352051,4300.10840657388,3379.65151442363,3,"DENI063","background","rural","DE",99,61.4269981384277,41.112922668457,"DE.DK","ZZZ","Cfa","ZZZ","SE","SE","2009-04-04 00:00:00 CEST"
568,47.9687538146973,11.2201719284058,4412.15541333097,2762.43749773966,700,"DEBY109","background","rural","DE",26,46.0620002746582,23.4621734619141,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
590,52.4477500915527,13.6470127105713,4568.84693233522,3266.03314685283,35,"DEBE056","background","rural","DE",26,57.3120002746582,27.5357284545898,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
592,52.4730911254883,13.2258558273315,4540.12312747552,3267.4989450393,50,"DEBE032","background","rural","DE",26,53.4790000915527,31.4631481170654,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
625,51.4308967590332,8.92817115783691,4246.46212249531,3147.22732675259,343,"DEHE046","background","rural","DE",15,103.71900177002,44.2492485046387,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
651,49.4168853759766,6.55203580856323,4070.87269888761,2928.5297018022,339,"DESL019","background","rural","DE",26,66.6880035400391,36.7794876098633,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
701,51.3037719726562,13.0094051361084,4530.80344035429,3136.85854672216,313,"DESN076","background","rural","DE",26,71.8399963378906,30.4609489440918,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
730,50.5617523193359,10.3752994537354,4347.59378716893,3050.05985401017,450,"DETH026","background","rural","DE",26,42.4550018310547,26.1895408630371,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
741,49.0824279785156,8.40383815765381,4204.37797958852,2886.74114901034,110,"DEBW004","background","rural","DE",15,36.2900009155273,24.4046936035156,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
747,53.8301696777344,8.80121994018555,4242.06082474435,3414.31077230083,3,"DENI059","background","rural","DE",99,62.1809997558594,37.3342323303223,"DE.DK","ZZZ","Cfa","ZZZ","SE","SE","2009-04-04 00:00:00 CEST"
797,49.6534652709961,8.81725025177002,4235.58404839018,2949.65975062839,484,"DEHE028","background","rural","DE",15,43.5789985656738,25.2308979034424,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
820,53.3023529052734,11.362964630127,4411.86705905197,3355.7738330525,25,"DEMV017","background","rural","DE",26,53.4290008544922,33.3994598388672,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
824,53.8177757263184,12.0647077560425,4456.98586221484,3414.21640935435,17,"DEMV004","background","rural","DE",26,56.2709999084473,27.124719619751,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
883,52.563835144043,14.0152530670166,4593.12791445856,3280.25117987409,88,"DEBB053","background","rural","DE",26,57.7000007629395,23.1390151977539,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
909,50.7916145324707,11.6612329483032,4438.12851025708,3076.89021988826,357,"DETH061","background","rural","DE",26,39.0509986877441,26.3793888092041,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
911,49.7410354614258,7.19348621368408,4118.73211064962,2962.57498937071,650,"DERP014","background","rural","DE",15,52.2630004882812,32.2656707763672,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
917,53.5961685180664,8.09058952331543,4194.5810917902,3389.28202021915,2,"DENI031","background","rural","DE",15,54.1049995422363,38.3806266784668,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
932,51.154842376709,9.03175258636475,4253.25928869843,3116.41704649964,483,"DEHE060","background","rural","DE",15,65.2210006713867,39.5305328369141,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
987,53.5204544067383,14.2574071884155,4603.22639974071,3387.47982088299,17,"DEMV012","background","rural","DE",26,43.9580001831055,22.4965515136719,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
994,52.1942253112793,12.5613889694214,4496.10795050391,3234.69027285609,114,"DEBB065","background","rural","DE",26,63.1500015258789,33.3716239929199,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
1010,48.1828346252441,12.7813854217529,4527.87112471981,2789.37273943625,415,"DEBY013","background","rural","DE",26,37.2919998168945,21.9655609130859,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
1034,50.3232421875,11.7216053009033,4443.59847564239,3024.90163788679,534,"DEBY047","background","rural","DE",26,54.7290000915527,21.1107864379883,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
1041,53.1413040161133,13.0316610336304,4523.81833295716,3341.23376337937,65,"DEUB030","background","rural","DE",26,26.4899997711182,24.9612045288086,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
1047,48.8532104492188,11.7778167724609,4451.49476361973,2861.567660236,359,"DEBY049","background","rural","DE",26,37.9580001831055,19.7894630432129,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
1051,51.2853546142578,14.7497310638428,4652.10339138178,3141.25494576564,148,"DESN079","background","rural","DE",26,46.7200012207031,20.6118545532227,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
1059,49.4648132324219,8.75383377075195,4230.65451238533,2928.75971554873,520,"DEBW103","background","rural","DE",15,37.7459983825684,23.7078170776367,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1071,53.7153015136719,7.21398019790649,4137.08627577529,3404.41054790348,1,"DENI058","background","rural","DE",99,49.734001159668,37.4904556274414,"DE.DK","ZZZ","Cfa","ZZZ","SE","SE","2009-04-04 00:00:00 CEST"
1078,49.270263671875,7.8265209197998,4162.8146548197,2908.69807336825,606,"DERP017","background","rural","DE",15,46.9000015258789,27.0171871185303,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1086,51.3330841064453,10.8671894073486,4381.43641347294,3136.15688876983,420,"DETH042","background","rural","DE",27,50.443000793457,39.1459999084473,"DE.DK","Dfc","Dfc","DfcET","Alpine","Alpine","2009-04-04 00:00:00 CEST"
1099,51.1195106506348,13.6750049591064,4578.19179958356,3118.50360504566,246,"DESN051","background","rural","DE",15,63.9099998474121,25.1711902618408,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1115,49.8251609802246,8.51679706573486,4214.2690320337,2969.14393487655,87,"DEHE043","background","rural","DE",15,35.6559982299805,26.596134185791,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1150,50.6590957641602,13.4650774002075,4565.92362972921,3066.616019591,785,"DESN074","background","rural","DE",26,40.0099983215332,21.472297668457,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
1159,48.345401763916,9.20774745941162,4262.24909135533,2803.86061454824,799,"DEBW087","background","rural","DE",14,33.1689987182617,16.8679752349854,"DE.DK","Cfa","Cfa","ZZZ","SE","SE","2009-04-04 00:00:00 CEST"
1168,50.6532363891602,6.28107023239136,4058.11755169837,3066.84518855692,572,"DENW064","background","rural","DE",15,73.6999969482422,37.1564598083496,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1170,51.5706596374512,8.14806079864502,4192.61539478504,3163.85868337962,110,"DENW068","background","rural","DE",15,113.472999572754,55.5436820983887,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1172,51.7597503662109,9.57771396636963,4291.84349240779,3183.35294996645,500,"DENI019","background","rural","DE",26,74.6340026855469,44.3865776062012,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
1178,51.8975982666016,14.0570640563965,4600.09948691048,3206.37343344047,52,"DEBB066","background","rural","DE",26,57.8170013427734,25.4916725158691,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
1196,49.4384651184082,12.5488700866699,4505.8574156099,2928.26837120312,755,"DEBY072","background","rural","DE",26,35.1459999084473,17.3409309387207,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
1208,51.6624526977539,11.0433826446533,4393.19215986208,3172.9590986959,410,"DEST098","background","rural","DE",27,67.8079986572266,37.2228012084961,"DE.DK","Dfc","Dfc","DfcET","Alpine","Alpine","2009-04-04 00:00:00 CEST"
1219,52.8007698059082,10.7567329406738,4372.03945924804,3299.36986683315,74,"DEUB005","background","rural","DE",15,67.7099990844727,38.7133827209473,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1232,48.8844871520996,9.57301616668701,4289.67511688856,2863.56127010713,500,"DEBW030","background","rural","DE",15,38,20.5686492919922,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1233,52.9570198059082,11.1670503616333,4399.43056314585,3317.1214503581,50,"DENI060","background","rural","DE",15,50.3339996337891,36.5060386657715,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1241,50.2663192749023,6.38062191009521,4063.04189129933,3023.4989017238,680,"DERP015","background","rural","DE",15,84.3769989013672,34.3698425292969,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1242,54.9249687194824,8.30820846557617,4212.50352377242,3536.76142663733,12,"DEUB001","background","rural","DE",99,38.5820007324219,32.719970703125,"DE.DK","ZZZ","Cfa","ZZZ","SE","SE","2009-04-04 00:00:00 CEST"
1243,50.7667503356934,7.97271680831909,4177.99323790337,3074.77548906054,480,"DERP016","background","rural","DE",15,66.6460037231445,41.0856285095215,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1245,49.4231376647949,7.29352188110352,4124.6560835151,2926.97343012103,455,"DERP013","background","rural","DE",15,64.3710021972656,32.7011566162109,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1263,51.2917556762695,9.7745885848999,4305.27602428717,3131.22452805045,610,"DEHE024","background","rural","DE",26,41.3540000915527,40.122428894043,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
1273,52.5931701660156,11.1723499298096,4400.44412982487,3276.6433036168,95,"DEST089","background","rural","DE",26,59.5699996948242,37.0170059204102,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
1280,54.4369850158691,12.7219381332397,4497.61822500433,3484.51184057739,1,"DEUB028","background","rural","DE",15,47.1399993896484,27.9431896209717,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1293,54.7463874816895,10.7363920211792,4368.43667942932,3515.85895201345,3,"DK0054A","background","rural","DK",99,57.882999420166,31.5383567810059,"DE.DK","ZZZ","Cfa","ZZZ","SE","SE","2009-04-04 00:00:00 CEST"
1295,55.6944465637207,12.1186113357544,4454.283246759,3623.07540353929,10,"DK0041A","background","rural","DK",26,45.3629989624023,29.2344646453857,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
1309,42.7197227478027,-8.92166709899902,2784.87673521254,2374.04660288173,685,"ES0005R","background","rural","ES",15,3,7.6994047164917,"ES.PT","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1312,43.4391670227051,-4.84999990463257,3124.53899745533,2377.92271364343,134,"ES0008R","background","rural","ES",15,12,14.9040870666504,"ES.PT","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1314,42.3191680908203,3.31583309173584,3768.93882019996,2159.42244480178,23,"ES0010R","background","rural","ES",99,26,13.846342086792,"ES.PT","ZZZ","Csb","Cs","SE","SE","2009-04-04 00:00:00 CEST"
1315,38.473331451416,-6.92361116409302,2847.8751848213,1874.20693600682,393,"ES0011R","background","rural","ES",7,15,11.7077827453613,"ES.PT","BSk","BSk","BS","SE","SE","2009-04-04 00:00:00 CEST"
1318,41.3938903808594,0.734722018241882,3545.1519367242,2080.15003996179,470,"ES0014R","background","rural","ES",7,25,25.9734115600586,"ES.PT","BSk","BSk","BS","SE","SE","2009-04-04 00:00:00 CEST"
1320,42.6347236633301,-7.70472192764282,2879.44603738448,2340.64229493407,506,"ES0016R","background","rural","ES",15,9,9.17436218261719,"ES.PT","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1344,42.4069442749023,1.1297219991684,3590.27740191032,2187.72288416077,692,"ES1248A","background","rural","ES",26,10,11.2193050384521,"ES.PT","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
1370,43.4061126708984,-2.70388889312744,3294.82022944587,2342.44659116059,116,"ES1491A","background","rural","ES",99,16.1669998168945,19.0025424957275,"ES.PT","ZZZ","Cfa","ZZZ","SE","SE","2009-04-04 00:00:00 CEST"
1384,40.5547218322754,0.372777998447418,3504.16495359571,1991.69476287195,181,"ES1542A","background","rural","ES",8,18,30.3999710083008,"ES.PT","Csa","Csa","Cs","SE","SE","2009-04-04 00:00:00 CEST"
1385,40.7350006103516,-0.169443994760513,3460.91731071223,2017.50345323643,619,"ES1543A","background","rural","ES",7,23.8780002593994,24.5932216644287,"ES.PT","BSk","BSk","BS","SE","SE","2009-04-04 00:00:00 CEST"
1414,39.8491668701172,-5.93972206115723,2960.80121117075,2005.22448258825,376,"ES1616A","background","rural","ES",8,16,8.73807811737061,"ES.PT","Csa","Csa","Cs","SE","SE","2009-04-04 00:00:00 CEST"
1428,36.2333335876465,-5.66249990463257,2910.94769276319,1607.47877307385,189,"ES1648A","background","rural","ES",8,26,28.1180248260498,"ES.PT","Csa","Csa","Cs","SE","SE","2009-04-04 00:00:00 CEST"
1430,37.9966659545898,-5.66638898849487,2945.8303688313,1798.96292196493,573,"ES1654A","background","rural","ES",8,25,13.8562688827515,"ES.PT","Csa","Csa","Cs","SE","SE","2009-04-04 00:00:00 CEST"
1433,42.2083320617676,-1.58555603027344,3365.22094395715,2196.30363188723,475,"ES1660A","background","rural","ES",15,39.5419998168945,20.7630157470703,"ES.PT","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1434,42.0747222900391,-1.6269439458847,3359.71926457667,2182.16973678443,383,"ES1661A","background","rural","ES",15,34.7080001831055,20.7630157470703,"ES.PT","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1435,42.3083343505859,-1.80833303928375,3348.62405957176,2210.13060431241,460,"ES1662A","background","rural","ES",15,41.0830001831055,20.5817432403564,"ES.PT","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1438,39.7080574035645,-0.831943988800049,3390.49947783536,1912.63536904132,430,"ES1671A","background","rural","ES",7,18.6000003814697,27.1198577880859,"ES.PT","BSk","BSk","BS","SE","SE","2009-04-04 00:00:00 CEST"
1461,40.6450004577637,0.288888990879059,3498.26411412921,2002.52283180219,428,"ES1754A","background","rural","ES",7,17,30.3999710083008,"ES.PT","BSk","BSk","BS","SE","SE","2009-04-04 00:00:00 CEST"
1484,40.3688888549805,-4.39694499969482,3100.49861547207,2035.5322404067,549,"ES1808A","background","rural","ES",8,32.0419998168945,13.7659387588501,"ES.PT","Csa","Csa","Cs","SE","SE","2009-04-04 00:00:00 CEST"
1486,40.2519454956055,-4.27472305297852,3108.49858142279,2020.80957955444,512,"ES1810A","background","rural","ES",8,48.9169998168945,13.7659387588501,"ES.PT","Csa","Csa","Cs","SE","SE","2009-04-04 00:00:00 CEST"
1487,40.1672210693359,-3.27666711807251,3190.75892977413,1996.11864708007,764,"ES1811A","background","rural","ES",7,42.7080001831055,18.1219425201416,"ES.PT","BSk","BSk","BS","SE","SE","2009-04-04 00:00:00 CEST"
1498,39.6788902282715,2.68777799606323,3691.26611389847,1873.29456173309,172,"ES1827A","background","rural","ES",7,14.8170003890991,12.1328344345093,"ES.PT","BSk","BSk","BS","SE","SE","2009-04-04 00:00:00 CEST"
1500,39.6347236633301,2.63055610656738,3685.92503826597,1868.90973049589,109,"ES1829A","background","rural","ES",7,9.48299980163574,12.1328344345093,"ES.PT","BSk","BSk","BS","SE","SE","2009-04-04 00:00:00 CEST"
1501,38.9430541992188,1.43055605888367,3575.17350699396,1803.74155244757,12,"ES1831A","background","rural","ES",99,10.2159996032715,12.0654487609863,"ES.PT","ZZZ","BSh","BS","SE","SE","2009-04-04 00:00:00 CEST"
1523,37.0180549621582,-6.569167137146,2847.17035470997,1709.6222585202,22,"ES1878A","background","rural","ES",8,24,12.7702960968018,"ES.PT","Csa","Csa","Cs","SE","SE","2009-04-04 00:00:00 CEST"
1535,38.4516677856445,-1.06472194194794,3352.43272736456,1777.89632484062,642,"ES1913A","background","rural","ES",7,26,28.4010524749756,"ES.PT","BSk","BSk","BS","SE","SE","2009-04-04 00:00:00 CEST"
1628,50.1294441223145,1.61166703701019,3722.65488720185,3036.17445231667,30,"FR18039","background","rural","FR",15,76,38.6158752441406,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1663,49.304859161377,1.21436405181885,3683.67391306586,2948.33455375521,10,"FR25049","background","rural","FR",15,63,36.8947792053223,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1776,44.5207405090332,5.08987188339233,3930.18065076994,2391.70578341486,460,"FR36005","background","rural","FR",15,23,12.7434091567993,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1813,45.7318077087402,4.98054504394531,3930.10148479557,2526.41653070583,235,"FR20045","background","rural","FR",15,27,21.9769821166992,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1854,49.151668548584,-0.352777987718582,3568.4410828367,2946.23784650028,22,"FR21019","background","rural","FR",15,45,26.0694370269775,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1868,49.0658073425293,5.78555583953857,4013.13745233588,2892.44311843046,225,"FR30033","background","rural","FR",15,67,32.625675201416,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1877,46.6566696166992,-0.743681013584137,3501.13242863312,2675.40596233893,143,"FR23124","background","rural","FR",15,34,34.4657859802246,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
1974,43.4049987792969,5.06444406509399,3920.46960640971,2268.3552961613,1,"FR02005","background","rural","FR",8,29,21.7907981872559,"FR.BENELUX","Csa","Csa","Cs","SE","SE","2009-04-04 00:00:00 CEST"
1979,49.0961112976074,6.17277812957764,4041.56486064609,2894.26362660268,185,"FR01017","background","rural","FR",15,54,32.9289855957031,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
2043,43.6302795410156,0.179721996188164,3529.06380941396,2332.09020971301,175,"FR12020","background","rural","FR",26,61,21.4482574462891,"FR.BENELUX","Dfb","Dfb","ZZZ","EE","EE","2009-04-04 00:00:00 CEST"
2058,49.9163627624512,0.957177996635437,3673.35271279159,3018.17583613005,80,"FR25045","background","rural","FR",99,70,32.891975402832,"FR.BENELUX","ZZZ","Cfa","ZZZ","SE","SE","2009-04-04 00:00:00 CEST"
2072,49.9166679382324,4.59138917922974,3932.91132648078,2992.54810076647,395,"FR14008","background","rural","FR",15,83,38.4663581848145,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
2100,47.7877235412598,-0.44404399394989,3540.93395478773,2796.79532720574,50,"FR23177","background","rural","FR",15,35,25.3165664672852,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
2138,50.5330543518066,2.83998894691467,3814.2597605234,3071.59348946207,10,"FR11030","background","rural","FR",15,87,44.3701095581055,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
2189,45.2599983215332,1.75999999046326,3674.71122873645,2496.62411579513,236,"FR35006","background","rural","FR",15,57,26.4953479766846,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
2230,48.1936111450195,5.93722200393677,4018.97984102942,2794.98476050336,340,"FR30029","background","rural","FR",15,58,26.6670951843262,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
2242,48.3641662597656,2.23694396018982,3746.73541605779,2835.87441923172,134,"FR04066","background","rural","FR",15,56,35.1672973632812,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
2251,48.8611106872559,1.6761109828949,3711.53403419811,2895.35511957821,98,"FR04322","background","rural","FR",15,57,33.7767753601074,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
2252,48.3544425964355,2.64666700363159,3776.82076351864,2831.69145422365,127,"FR04328","background","rural","FR",15,55,35.2179641723633,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-04 00:00:00 CEST"
3003,44.7649993896484,9.0533332824707,4245.91685375867,2406.4397522263,580,"IT1904A","background","rural","IT",14,6,30.0946617126465,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-04 00:00:00 CEST"
3008,43.6602783203125,11.9016666412354,4474.75697544821,2285.42565537986,650,"IT1681A","background","rural","IT",14,12,18.210844039917,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-04 00:00:00 CEST"
3017,44.8080558776855,8.31027793884277,4187.09433969461,2412.25404008988,250,"IT1948A","background","rural","IT",14,13,26.0556163787842,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-04 00:00:00 CEST"
3019,44.6575012207031,10.2888889312744,4343.95710992444,2394.08529177756,202,"IT1911A","background","rural","IT",14,7,36.7103805541992,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-04 00:00:00 CEST"
3040,43.0697212219238,12.5658330917358,4530.53808275623,2221.61726760659,209,"IT1902A","background","rural","IT",8,12,13.0191068649292,"AT.CH.IT","Csa","Csa","Cs","SE","SE","2009-04-04 00:00:00 CEST"
3054,45.497501373291,9.55638885498047,4286.27531265509,2487.33802828825,115,"IT1464A","background","rural","IT",14,35,31.8034553527832,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-04 00:00:00 CEST"
3084,44.4136123657227,8.16749954223633,4174.7643681248,2368.78339622215,390,"IT1519A","background","rural","IT",14,18,21.8214092254639,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-04 00:00:00 CEST"
3099,43.3355560302734,13.6747217178345,4619.67375812323,2254.80010655796,110,"IT1796A","background","rural","IT",8,20,16.0181674957275,"AT.CH.IT","Csa","Csa","Cs","SE","SE","2009-04-04 00:00:00 CEST"
3126,41.6699981689453,13.6744441986084,4628.04806455391,2070.54786938628,388,"IT0992A","background","rural","IT",8,17,10.5384922027588,"AT.CH.IT","Csa","Csa","Cs","SE","SE","2009-04-04 00:00:00 CEST"
3131,44.8397216796875,11.9611110687256,4476.31957824371,2416.29096569359,-2,"IT1179A","background","rural","IT",14,29,26.2493762969971,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-04 00:00:00 CEST"
3138,43.4680557250977,12.9522218704224,4560.44630554285,2266.88284482515,550,"IT1773A","background","rural","IT",8,44,14.7780885696411,"AT.CH.IT","Csa","Csa","Cs","SE","SE","2009-04-04 00:00:00 CEST"
3150,40.4588890075684,18.1161117553711,5011.26842203401,1966.1296507946,10,"IT1665A","background","rural","IT",8,19,14.4199104309082,"AT.CH.IT","Csa","Csa","Cs","SE","SE","2009-04-04 00:00:00 CEST"
3177,45.8369445800781,12.5102777481079,4516.24207433472,2528.20022755493,14,"IT1596A","background","rural","IT",14,28,28.6526126861572,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-04 00:00:00 CEST"
