"mNo","lat","lon","easting","northing","height","st.code","type","type_area","country","Koppen","pm10.obs","pm10.LE","region","Koppen3","Koppen3a","KA","KA2","dg","TIME"
1312,43.4391670227051,-4.84999990463257,3124.53899745533,2377.92271364343,134,"ES0008R","background","rural","ES",15,33,23.1271209716797,"ES.PT","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
1315,38.473331451416,-6.92361116409302,2847.8751848213,1874.20693600682,393,"ES0011R","background","rural","ES",7,13,13.611156463623,"ES.PT","BSk","BSk","BS","SE","SE","2009-04-01 00:00:00 CEST"
1320,42.6347236633301,-7.70472192764282,2879.44603738448,2340.64229493407,506,"ES0016R","background","rural","ES",15,20,20.7143650054932,"ES.PT","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
1370,43.4061126708984,-2.70388889312744,3294.82022944587,2342.44659116059,116,"ES1491A","background","rural","ES",99,21.4580001831055,22.8482131958008,"ES.PT","ZZZ","Cfa","ZZZ","SE","SE","2009-04-01 00:00:00 CEST"
1384,40.5547218322754,0.372777998447418,3504.16495359571,1991.69476287195,181,"ES1542A","background","rural","ES",8,26,17.5900211334229,"ES.PT","Csa","Csa","Cs","SE","SE","2009-04-01 00:00:00 CEST"
1385,40.7350006103516,-0.169443994760513,3460.91731071223,2017.50345323643,619,"ES1543A","background","rural","ES",7,35.9749984741211,18.091402053833,"ES.PT","BSk","BSk","BS","SE","SE","2009-04-01 00:00:00 CEST"
1390,41.5736083984375,1.63972198963165,3622.59858498125,2091.10031869887,305,"ES1554A","background","rural","ES",8,30,12.2606859207153,"ES.PT","Csa","Csa","Cs","SE","SE","2009-04-01 00:00:00 CEST"
1414,39.8491668701172,-5.93972206115723,2960.80121117075,2005.22448258825,376,"ES1616A","background","rural","ES",8,13,12.6081895828247,"ES.PT","Csa","Csa","Cs","SE","SE","2009-04-01 00:00:00 CEST"
1428,36.2333335876465,-5.66249990463257,2910.94769276319,1607.47877307385,189,"ES1648A","background","rural","ES",8,17,17.7284507751465,"ES.PT","Csa","Csa","Cs","SE","SE","2009-04-01 00:00:00 CEST"
1433,42.2083320617676,-1.58555603027344,3365.22094395715,2196.30363188723,475,"ES1660A","background","rural","ES",15,38.125,21.6004772186279,"ES.PT","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
1434,42.0747222900391,-1.6269439458847,3359.71926457667,2182.16973678443,383,"ES1661A","background","rural","ES",15,37,21.6004772186279,"ES.PT","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
1435,42.3083343505859,-1.80833303928375,3348.62405957176,2210.13060431241,460,"ES1662A","background","rural","ES",15,43.25,22.0817337036133,"ES.PT","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
1438,39.7080574035645,-0.831943988800049,3390.49947783536,1912.63536904132,430,"ES1671A","background","rural","ES",7,23.0450000762939,14.8058061599731,"ES.PT","BSk","BSk","BS","SE","SE","2009-04-01 00:00:00 CEST"
1461,40.6450004577637,0.288888990879059,3498.26411412921,2002.52283180219,428,"ES1754A","background","rural","ES",7,18,17.5900211334229,"ES.PT","BSk","BSk","BS","SE","SE","2009-04-01 00:00:00 CEST"
1484,40.3688888549805,-4.39694499969482,3100.49861547207,2035.5322404067,549,"ES1808A","background","rural","ES",8,28,14.1428909301758,"ES.PT","Csa","Csa","Cs","SE","SE","2009-04-01 00:00:00 CEST"
1486,40.2519454956055,-4.27472305297852,3108.49858142279,2020.80957955444,512,"ES1810A","background","rural","ES",8,44.375,14.1428909301758,"ES.PT","Csa","Csa","Cs","SE","SE","2009-04-01 00:00:00 CEST"
1487,40.1672210693359,-3.27666711807251,3190.75892977413,1996.11864708007,764,"ES1811A","background","rural","ES",7,38.4169998168945,17.2563209533691,"ES.PT","BSk","BSk","BS","SE","SE","2009-04-01 00:00:00 CEST"
1498,39.6788902282715,2.68777799606323,3691.26611389847,1873.29456173309,172,"ES1827A","background","rural","ES",7,7.89900016784668,11.1916208267212,"ES.PT","BSk","BSk","BS","SE","SE","2009-04-01 00:00:00 CEST"
1500,39.6347236633301,2.63055610656738,3685.92503826597,1868.90973049589,109,"ES1829A","background","rural","ES",7,10.1269998550415,11.1916208267212,"ES.PT","BSk","BSk","BS","SE","SE","2009-04-01 00:00:00 CEST"
1501,38.9430541992188,1.43055605888367,3575.17350699396,1803.74155244757,12,"ES1831A","background","rural","ES",99,11.3950004577637,15.9937343597412,"ES.PT","ZZZ","BSh","BS","SE","SE","2009-04-01 00:00:00 CEST"
1509,42.0977783203125,1.84833300113678,3645.75732213586,2146.95161333438,661,"ES1851A","background","rural","ES",15,19,10.9943084716797,"ES.PT","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
1523,37.0180549621582,-6.569167137146,2847.17035470997,1709.6222585202,22,"ES1878A","background","rural","ES",8,19,16.6489906311035,"ES.PT","Csa","Csa","Cs","SE","SE","2009-04-01 00:00:00 CEST"
1527,41.8480567932129,2.2236111164093,3674.07040465186,2116.1372469801,606,"ES1887A","background","rural","ES",15,19,10.3196096420288,"ES.PT","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
1535,38.4516677856445,-1.06472194194794,3352.43272736456,1777.89632484062,642,"ES1913A","background","rural","ES",7,14,13.6608009338379,"ES.PT","BSk","BSk","BS","SE","SE","2009-04-01 00:00:00 CEST"
1628,50.1294441223145,1.61166703701019,3722.65488720185,3036.17445231667,30,"FR18039","background","rural","FR",15,55,35.1447525024414,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
1663,49.304859161377,1.21436405181885,3683.67391306586,2948.33455375521,10,"FR25049","background","rural","FR",15,53,34.3481941223145,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
1776,44.5207405090332,5.08987188339233,3930.18065076994,2391.70578341486,460,"FR36005","background","rural","FR",15,33,17.6184177398682,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
1813,45.7318077087402,4.98054504394531,3930.10148479557,2526.41653070583,235,"FR20045","background","rural","FR",15,40,28.1647052764893,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
1854,49.151668548584,-0.352777987718582,3568.4410828367,2946.23784650028,22,"FR21019","background","rural","FR",15,47,43.9060859680176,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
1868,49.0658073425293,5.78555583953857,4013.13745233588,2892.44311843046,225,"FR30033","background","rural","FR",15,32,21.2010536193848,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
1877,46.6566696166992,-0.743681013584137,3501.13242863312,2675.40596233893,143,"FR23124","background","rural","FR",15,44,26.6809234619141,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
1974,43.4049987792969,5.06444406509399,3920.46960640971,2268.3552961613,1,"FR02005","background","rural","FR",8,19,11.0919675827026,"FR.BENELUX","Csa","Csa","Cs","SE","SE","2009-04-01 00:00:00 CEST"
1979,49.0961112976074,6.17277812957764,4041.56486064609,2894.26362660268,185,"FR01017","background","rural","FR",15,25,20.6554832458496,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
2043,43.6302795410156,0.179721996188164,3529.06380941396,2332.09020971301,175,"FR12020","background","rural","FR",26,34,20.7569332122803,"FR.BENELUX","Dfb","Dfb","ZZZ","EE","EE","2009-04-01 00:00:00 CEST"
2058,49.9163627624512,0.957177996635437,3673.35271279159,3018.17583613005,80,"FR25045","background","rural","FR",99,56,34.2623558044434,"FR.BENELUX","ZZZ","Cfa","ZZZ","SE","SE","2009-04-01 00:00:00 CEST"
2072,49.9166679382324,4.59138917922974,3932.91132648078,2992.54810076647,395,"FR14008","background","rural","FR",15,49,14.7403573989868,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
2100,47.7877235412598,-0.44404399394989,3540.93395478773,2796.79532720574,50,"FR23177","background","rural","FR",15,42,23.4169864654541,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
2138,50.5330543518066,2.83998894691467,3814.2597605234,3071.59348946207,10,"FR11030","background","rural","FR",15,38,31.0935878753662,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
2189,45.2599983215332,1.75999999046326,3674.71122873645,2496.62411579513,236,"FR35006","background","rural","FR",15,35,17.6935195922852,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
2230,48.1936111450195,5.93722200393677,4018.97984102942,2794.98476050336,340,"FR30029","background","rural","FR",15,26,21.6948642730713,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
2251,48.8611106872559,1.6761109828949,3711.53403419811,2895.35511957821,98,"FR04322","background","rural","FR",15,54,28.7775363922119,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
2252,48.3544425964355,2.64666700363159,3776.82076351864,2831.69145422365,127,"FR04328","background","rural","FR",15,51,17.3162059783936,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
3003,44.7649993896484,9.0533332824707,4245.91685375867,2406.4397522263,580,"IT1904A","background","rural","IT",14,4,18.0122413635254,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-01 00:00:00 CEST"
3008,43.6602783203125,11.9016666412354,4474.75697544821,2285.42565537986,650,"IT1681A","background","rural","IT",14,14,22.6690559387207,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-01 00:00:00 CEST"
3017,44.8080558776855,8.31027793884277,4187.09433969461,2412.25404008988,250,"IT1948A","background","rural","IT",14,27,17.0296859741211,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-01 00:00:00 CEST"
3019,44.6575012207031,10.2888889312744,4343.95710992444,2394.08529177756,202,"IT1911A","background","rural","IT",14,10,19.285587310791,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-01 00:00:00 CEST"
3040,43.0697212219238,12.5658330917358,4530.53808275623,2221.61726760659,209,"IT1902A","background","rural","IT",8,10,32.7464752197266,"AT.CH.IT","Csa","Csa","Cs","SE","SE","2009-04-01 00:00:00 CEST"
3054,45.497501373291,9.55638885498047,4286.27531265509,2487.33802828825,115,"IT1464A","background","rural","IT",14,23,18.4749755859375,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-01 00:00:00 CEST"
3084,44.4136123657227,8.16749954223633,4174.7643681248,2368.78339622215,390,"IT1519A","background","rural","IT",14,31,12.6042013168335,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-01 00:00:00 CEST"
3099,43.3355560302734,13.6747217178345,4619.67375812323,2254.80010655796,110,"IT1796A","background","rural","IT",8,12,29.5369472503662,"AT.CH.IT","Csa","Csa","Cs","SE","SE","2009-04-01 00:00:00 CEST"
3126,41.6699981689453,13.6744441986084,4628.04806455391,2070.54786938628,388,"IT0992A","background","rural","IT",8,37,26.4321479797363,"AT.CH.IT","Csa","Csa","Cs","SE","SE","2009-04-01 00:00:00 CEST"
3131,44.8397216796875,11.9611110687256,4476.31957824371,2416.29096569359,-2,"IT1179A","background","rural","IT",14,13,16.9666576385498,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-01 00:00:00 CEST"
3138,43.4680557250977,12.9522218704224,4560.44630554285,2266.88284482515,550,"IT1773A","background","rural","IT",8,9,34.6475257873535,"AT.CH.IT","Csa","Csa","Cs","SE","SE","2009-04-01 00:00:00 CEST"
3177,45.8369445800781,12.5102777481079,4516.24207433472,2528.20022755493,14,"IT1596A","background","rural","IT",14,10,14.0076169967651,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-01 00:00:00 CEST"
3197,45.335277557373,9.45277786254883,4278.03888392943,2469.39024447701,83,"IT1418A","background","rural","IT",14,21,22.9417133331299,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-01 00:00:00 CEST"
3231,45.2900009155273,11.6430549621582,4450.08740080418,2465.63007613167,18,"IT1870A","background","rural","IT",14,7,14.491436958313,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-01 00:00:00 CEST"
3237,44.5566673278809,8.94194412231445,4236.77232093811,2383.45328553214,80,"IT1178A","background","rural","IT",14,10,15.2764749526978,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-01 00:00:00 CEST"
3245,46.1969451904297,11.1147222518921,4407.14043907491,2565.51922075236,227,"IT1930A","background","rural","IT",26,18,11.5113859176636,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-04-01 00:00:00 CEST"
3258,43.9161109924316,11.0069446563721,4402.06329174041,2312.3782358174,48,"IT1553A","background","rural","IT",14,13,19.9537887573242,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-01 00:00:00 CEST"
3281,44.8730545043945,10.6638889312744,4373.5547006724,2418.18381779827,22,"IT1914A","background","rural","IT",14,21,20.4217948913574,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-01 00:00:00 CEST"
3282,45.8519439697266,9.71388912200928,4298.74851296774,2526.61670189919,47,"IT1646A","background","rural","IT",15,18,13.6933565139771,"AT.CH.IT","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
3288,44.9969444274902,11.0708332061768,4405.57963085695,2432.30031937075,16,"IT1865A","background","rural","IT",14,18,17.8339805603027,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-01 00:00:00 CEST"
3309,45.1755561828613,7.55999994277954,4128.92547281852,2454.65006522476,337,"IT1121A","background","rural","IT",14,16,14.0232772827148,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-01 00:00:00 CEST"
3359,45.4625015258789,10.9122219085693,4392.45014428286,2483.78766643032,91,"IT1343A","background","rural","IT",14,16,13.676474571228,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-01 00:00:00 CEST"
3423,52.9180564880371,5.57389497756958,4023.47975743737,3321.2211844584,0,"NL00918","background","rural","NL",15,11.4069995880127,15.8386087417603,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
3424,52.6550025939941,6.01807022094727,4051.68628788528,3290.25879339621,0,"NL00818","background","rural","NL",15,23.1849994659424,17.2628765106201,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
3426,52.4494438171387,5.61944723129272,4023.37773605754,3268.97077406272,-4,"NL00631","background","rural","NL",15,27.9069995880127,17.8885364532471,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
3427,51.5194435119629,5.14890193939209,3984.56678604858,3167.71473043127,15,"NL00230","background","rural","NL",15,39.4290008544922,21.4456729888916,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
3433,52.2980537414551,4.5102858543396,3946.89331935261,3257.2764785611,4,"NL00444","background","rural","NL",15,20.7560005187988,17.9426727294922,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
3437,52.0924987792969,6.60583877563477,4088.47325537185,3225.70894307455,19,"NL00722","background","rural","NL",15,27.6879997253418,19.2468891143799,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
3439,51.6528091430664,4.51388883590698,3941.73076664033,3185.63592548635,0,"NL00246","background","rural","NL",15,39.0209999084473,20.8850440979004,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
3443,52.3891677856445,6.40361404418945,4076.26689237374,3259.35002561288,7,"NL00807","background","rural","NL",15,25.0650005340576,18.8257389068604,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
3444,51.435001373291,4.36028623580933,3929.26797259167,3162.27356366019,18,"NL00235","background","rural","NL",15,28.0149993896484,21.7007064819336,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
3445,53.3316650390625,6.2775092124939,4073.10473522374,3364.54310566406,1,"NL00934","background","rural","NL",15,17.2119998931885,15.1066942214966,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
3450,51.2952766418457,3.7494580745697,3885.62861699712,3150.2312592888,5,"NL00318","background","rural","NL",15,56.6529998779297,22.1267833709717,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
3463,52.8766632080078,6.93333292007446,4114.58772662986,3311.9054372191,10,"NL00929","background","rural","NL",15,16.5200004577637,18.0155296325684,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
3468,51.5411109924316,5.85361385345459,4033.51070794481,3167.1096569144,28,"NL00131","background","rural","NL",15,34.2080001831055,22.8025608062744,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
3470,52.1124992370605,5.70861911773682,4027.21156544475,3231.17271972115,18,"NL00738","background","rural","NL",15,32.0219993591309,18.7457389831543,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
3471,51.7874984741211,4.45084095001221,3938.52045562823,3200.91484091383,0,"NL00437","background","rural","NL",15,31.7290000915527,21.2969837188721,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
3472,52.8047218322754,5.05084180831909,3987.51525441775,3310.90311610716,-4,"NL00538","background","rural","NL",15,22.7329998016357,13.3935317993164,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-01 00:00:00 CEST"
3511,50.9124870300293,15.3121509552002,4694.23225546162,3102.56557733868,645,"PL0028A","background","rural","PL",26,30,21.332275390625,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-01 00:00:00 CEST"
3530,51.0123138427734,15.6682548522949,4718.34098239873,3115.52105799962,303,"PL0062A","background","rural","PL",26,55.25,23.3582630157471,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-01 00:00:00 CEST"
3562,52.8446502685547,18.0049610137939,4859.1185819426,3333.66768952792,96,"PL0202A","background","rural","PL",26,25.1580009460449,19.7383594512939,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-01 00:00:00 CEST"
3581,52.8481178283691,17.7342357635498,4840.95938959848,3332.07937382329,80,"PL0348A","background","rural","PL",26,75.1999969482422,19.877986907959,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-01 00:00:00 CEST"
3590,50.591381072998,22.9966602325439,5235.80344422657,3134.79421625179,240,"PL0349A","background","rural","PL",26,19.7749996185303,18.7675647735596,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-01 00:00:00 CEST"
3627,52.1433334350586,19.2333335876465,4951.14556568263,3265.96371006864,177,"PL0094A","background","rural","PL",26,28.6669998168945,21.5911827087402,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-01 00:00:00 CEST"
3830,54.6938056945801,17.4580898284912,4801.06549144664,3534.58606900072,0,"PL0281A","background","rural","PL",26,18,8.81904411315918,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-01 00:00:00 CEST"
3913,54.1253128051758,22.0381107330322,5103.98792141442,3511.86684411094,157,"PL0005R","background","rural","PL",26,16,11.2370748519897,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-01 00:00:00 CEST"
3935,53.1222953796387,14.3821697235107,4614.18871688234,3343.73433177515,15,"PL0182A","background","rural","PL",26,41.7000007629395,17.5924682617188,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-01 00:00:00 CEST"
3952,39.2113914489746,-8.28195762634277,2749.69685583888,1981.36432003598,43,"PT03096","background","rural","PT",8,21.8540000915527,13.0512886047363,"ES.PT","Csa","Csa","Cs","SE","SE","2009-04-01 00:00:00 CEST"
3956,40.5894432067871,-8.67083644866943,2751.02637946588,2138.47343661579,32,"PT02019","background","rural","PT",9,5.95800018310547,16.8190517425537,"ES.PT","Csb","Csb","Cs","SE","SE","2009-04-01 00:00:00 CEST"
3959,38.6350021362305,-8.69000053405762,2701.36362341605,1927.64690396579,57,"PT03099","background","rural","PT",8,30.367000579834,18.0584774017334,"ES.PT","Csa","Csa","Cs","SE","SE","2009-04-01 00:00:00 CEST"
3960,40.6438903808594,-8.09862422943115,2799.39461668121,2132.63707947455,741,"PT02021","background","rural","PT",9,14.2080001831055,14.0418481826782,"ES.PT","Csb","Csb","Cs","SE","SE","2009-04-01 00:00:00 CEST"
3961,40.1352806091309,-7.17528581619263,2863.83961035236,2059.30129095532,473,"PT02020","background","rural","PT",9,13.4580001831055,16.4655799865723,"ES.PT","Csb","Csb","Cs","SE","SE","2009-04-01 00:00:00 CEST"
3970,39.2783012390137,-9.24580001831055,2670.50147184176,2009.08589807875,63,"PT03102","background","rural","PT",99,19.9419994354248,16.7557392120361,"ES.PT","ZZZ","Csa","Cs","SE","SE","2009-04-01 00:00:00 CEST"
3973,38.0750007629395,-8.79862499237061,2678.53396629636,1869.50748490665,43,"PT04002","background","rural","PT",8,25.2919998168945,17.4677028656006,"ES.PT","Csa","Csa","Cs","SE","SE","2009-04-01 00:00:00 CEST"
3974,40.1844444274902,-8.67777824401855,2740.39837382968,2094.82864944094,96,"PT02022","background","rural","PT",9,20.5419998168945,15.2844686508179,"ES.PT","Csb","Csb","Cs","SE","SE","2009-04-01 00:00:00 CEST"
